FIPS,State,"County, State",Year,Overall Food Insecurity Rate (1 Year),# of Food Insecure Persons Overall (1 Year),Food Insecurity Rate among Black Persons (all ethnicities),Food Insecurity Rate among Hispanic Persons (any race),"Food Insecurity Rate among White, non-Hispanic Persons ",Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ≤ Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,Child Food Insecurity Rate (1 Year),# of Food Insecure Children (1 Year),% food insecure children in HH w/ HH incomes below 185 FPL,% food insecure children in HH w/ HH incomes above 185 FPL,Cost Per Meal (1 Year),Weighted weekly $ needed by FI,Weighted Annual Food Budget Shortfall
17119,IL,"Madison County, Illinois",2020,10.40%,"27,540",23%,16%,7%,165%,SNAP,185%,Other Nutrition Program,55.90%,6.80%,37.30%,13.20%,"7,640",69%,31%,$3.19 ,$16.95 ,"$14,160,000.00 "
17121,IL,"Marion County, Illinois",2020,13.70%,"5,130",22%,,11%,165%,SNAP,185%,Other Nutrition Program,63.90%,8.30%,27.80%,18.40%,"1,590",81%,19%,$2.85 ,$15.10 ,"$2,350,000.00 "
17123,IL,"Marshall County, Illinois",2020,10.10%,"1,160",,,7%,165%,SNAP,185%,Other Nutrition Program,54.70%,8.80%,36.50%,11.00%,260,73%,27%,$3.63 ,$19.25 ,"$677,000.00 "
17125,IL,"Mason County, Illinois",2020,12.90%,"1,750",,,9%,165%,SNAP,185%,Other Nutrition Program,60.80%,12.90%,26.30%,16.00%,450,88%,12%,$3.10 ,$16.47 ,"$874,000.00 "
17127,IL,"Massac County, Illinois",2020,14.30%,"2,010",12%,,10%,165%,SNAP,185%,Other Nutrition Program,62.70%,9.90%,27.50%,17.70%,550,73%,27%,$2.85 ,$15.13 ,"$923,000.00 "
17129,IL,"Menard County, Illinois",2020,8.50%,"1,050",,,6%,165%,SNAP,185%,Other Nutrition Program,48.50%,9.50%,42.00%,9.40%,260,96%,4%,$3.31 ,$17.59 ,"$560,000.00 "
17131,IL,"Mercer County, Illinois",2020,9.80%,"1,530",,,6%,165%,SNAP,185%,Other Nutrition Program,54.60%,7.20%,38.30%,11.40%,380,80%,20%,$3.25 ,$17.27 ,"$801,000.00 "
17133,IL,"Monroe County, Illinois",2020,5.20%,"1,790",,,3%,165%,SNAP,185%,Other Nutrition Program,35.60%,7.40%,57.00%,2.40%,190,76%,24%,$3.44 ,$18.27 ,"$992,000.00 "
17135,IL,"Montgomery County, Illinois",2020,12.60%,"3,620",,,9%,165%,SNAP,185%,Other Nutrition Program,52.90%,6.10%,40.90%,14.80%,850,75%,26%,$2.89 ,$15.36 ,"$1,687,000.00 "
17137,IL,"Morgan County, Illinois",2020,11.40%,"3,870",22%,,9%,165%,SNAP,185%,Other Nutrition Program,60.50%,6.40%,33.10%,15.00%,970,83%,17%,$2.85 ,$15.15 ,"$1,778,000.00 "
17139,IL,"Moultrie County, Illinois",2020,8.10%,"1,190",,,6%,165%,SNAP,185%,Other Nutrition Program,59.70%,12.60%,27.70%,8.50%,310,98%,2%,$2.98 ,$15.84 ,"$572,000.00 "
17141,IL,"Ogle County, Illinois",2020,9.90%,"5,030",,17%,7%,165%,SNAP,185%,Other Nutrition Program,57.00%,9.80%,33.20%,12.30%,"1,410",81%,19%,$3.16 ,$16.77 ,"$2,559,000.00 "
17143,IL,"Peoria County, Illinois",2020,12.50%,"22,590",24%,18%,8%,165%,SNAP,185%,Other Nutrition Program,60.60%,3.20%,36.20%,18.60%,"8,010",67%,33%,$3.31 ,$17.55 ,"$12,025,000.00 "
17145,IL,"Perry County, Illinois",2020,14.30%,"3,010",,24%,10%,165%,SNAP,185%,Other Nutrition Program,55.90%,7.40%,36.60%,19.10%,780,71%,29%,$2.89 ,$15.35 ,"$1,401,000.00 "
17147,IL,"Piatt County, Illinois",2020,6.80%,"1,110",,,5%,165%,SNAP,185%,Other Nutrition Program,43.50%,11.50%,45.00%,6.30%,230,75%,26%,$3.30 ,$17.54 ,"$590,000.00 "
17149,IL,"Pike County, Illinois",2020,11.10%,"1,730",,,9%,165%,SNAP,185%,Other Nutrition Program,67.30%,10.00%,22.70%,11.90%,420,94%,6%,$2.90 ,$15.41 ,"$808,000.00 "
17151,IL,"Pope County, Illinois",2020,16.10%,670,,,13%,165%,SNAP,185%,Other Nutrition Program,65.20%,10.30%,24.50%,17.60%,110,93%,8%,$2.80 ,$14.86 ,"$302,000.00 "
17153,IL,"Pulaski County, Illinois",2020,15.10%,820,15%,,10%,165%,SNAP,185%,Other Nutrition Program,83.10%,3.80%,13.00%,25.40%,290,75%,25%,$2.98 ,$15.84 ,"$394,000.00 "
17155,IL,"Putnam County, Illinois",2020,9.70%,560,,,6%,165%,SNAP,185%,Other Nutrition Program,44.60%,8.50%,46.80%,10.90%,120,67%,33%,$3.16 ,$16.75 ,"$284,000.00 "
17157,IL,"Randolph County, Illinois",2020,10.80%,"3,440",11%,23%,8%,165%,SNAP,185%,Other Nutrition Program,60.60%,4.10%,35.30%,13.60%,830,92%,8%,$2.78 ,$14.74 ,"$1,538,000.00 "
17159,IL,"Richland County, Illinois",2020,11.60%,"1,820",,,8%,165%,SNAP,185%,Other Nutrition Program,55.50%,8.10%,36.40%,12.40%,450,72%,28%,$2.92 ,$15.49 ,"$855,000.00 "
17161,IL,"Rock Island County, Illinois",2020,11.60%,"16,590",24%,16%,8%,165%,SNAP,185%,Other Nutrition Program,59.80%,6.80%,33.50%,18.10%,"5,750",74%,27%,$3.25 ,$17.27 ,"$8,690,000.00 "
17163,IL,"St. Clair County, Illinois",2020,11.00%,"28,830",19%,17%,6%,165%,SNAP,185%,Other Nutrition Program,63.60%,0.60%,35.80%,19.30%,"11,840",65%,35%,$3.31 ,$17.56 ,"$15,355,000.00 "
17165,IL,"Saline County, Illinois",2020,15.60%,"3,710",13%,,12%,165%,SNAP,185%,Other Nutrition Program,69.90%,10.40%,19.70%,18.80%,960,91%,9%,$2.80 ,$14.86 ,"$1,672,000.00 "
17167,IL,"Sangamon County, Illinois",2020,11.20%,"21,900",25%,15%,7%,165%,SNAP,185%,Other Nutrition Program,55.20%,3.50%,41.30%,15.90%,"6,950",62%,38%,$3.31 ,$17.59 ,"$11,684,000.00 "
17169,IL,"Schuyler County, Illinois",2020,13.20%,910,,,10%,165%,SNAP,185%,Other Nutrition Program,54.60%,8.50%,36.90%,10.10%,120,67%,33%,$3.04 ,$16.15 ,"$446,000.00 "
17171,IL,"Scott County, Illinois",2020,10.00%,500,,,7%,165%,SNAP,185%,Other Nutrition Program,51.90%,7.90%,40.10%,11.30%,120,71%,29%,$2.85 ,$15.15 ,"$230,000.00 "
17173,IL,"Shelby County, Illinois",2020,9.40%,"2,030",,,7%,165%,SNAP,185%,Other Nutrition Program,57.20%,10.30%,32.50%,9.30%,430,99%,1%,$2.98 ,$15.84 ,"$975,000.00 "
17175,IL,"Stark County, Illinois",2020,10.70%,580,,,7%,165%,SNAP,185%,Other Nutrition Program,56.80%,7.60%,35.60%,13.90%,160,73%,27%,$3.03 ,$16.08 ,"$283,000.00 "
17177,IL,"Stephenson County, Illinois",2020,11.60%,"5,170",29%,18%,8%,165%,SNAP,185%,Other Nutrition Program,65.10%,8.90%,25.90%,16.60%,"1,600",83%,17%,$3.26 ,$17.29 ,"$2,711,000.00 "
17179,IL,"Tazewell County, Illinois",2020,9.20%,"12,240",20%,,6%,165%,SNAP,185%,Other Nutrition Program,51.10%,9.60%,39.30%,9.30%,"2,800",80%,20%,$3.08 ,$16.35 ,"$6,069,000.00 "
17181,IL,"Union County, Illinois",2020,13.20%,"2,220",,19%,9%,165%,SNAP,185%,Other Nutrition Program,65.10%,9.70%,25.20%,15.20%,540,83%,17%,$3.11 ,$16.49 ,"$1,110,000.00 "
17183,IL,"Vermilion County, Illinois",2020,12.90%,"9,930",25%,16%,9%,165%,SNAP,185%,Other Nutrition Program,66.30%,4.80%,28.90%,20.70%,"3,750",77%,23%,$3.06 ,$16.23 ,"$4,889,000.00 "
17185,IL,"Wabash County, Illinois",2020,11.90%,"1,350",,,8%,165%,SNAP,185%,Other Nutrition Program,63.40%,9.90%,26.80%,13.00%,320,87%,13%,$2.91 ,$15.44 ,"$632,000.00 "
17187,IL,"Warren County, Illinois",2020,9.40%,"1,590",18%,16%,8%,165%,SNAP,185%,Other Nutrition Program,61.00%,10.70%,28.40%,12.00%,450,100%,0%,$3.06 ,$16.23 ,"$783,000.00 "
17189,IL,"Washington County, Illinois",2020,7.70%,"1,070",,,6%,165%,SNAP,185%,Other Nutrition Program,47.60%,9.80%,42.60%,7.10%,210,81%,19%,$3.07 ,$16.28 ,"$528,000.00 "
17191,IL,"Wayne County, Illinois",2020,12.20%,"1,990",,,8%,165%,SNAP,185%,Other Nutrition Program,64.70%,13.20%,22.10%,15.00%,550,92%,8%,$2.97 ,$15.74 ,"$950,000.00 "
17193,IL,"White County, Illinois",2020,12.80%,"1,750",,,10%,165%,SNAP,185%,Other Nutrition Program,69.90%,11.30%,18.80%,15.50%,450,89%,11%,$3.11 ,$16.53 ,"$877,000.00 "
17195,IL,"Whiteside County, Illinois",2020,9.80%,"5,460",18%,16%,7%,165%,SNAP,185%,Other Nutrition Program,55.40%,12.30%,32.30%,12.30%,"1,510",74%,27%,$3.00 ,$15.93 ,"$2,638,000.00 "
17197,IL,"Will County, Illinois",2020,6.80%,"47,130",10%,12%,4%,165%,SNAP,185%,Other Nutrition Program,48.40%,6.00%,45.50%,9.70%,"16,620",66%,34%,$3.42 ,$18.13 ,"$25,924,000.00 "
17199,IL,"Williamson County, Illinois",2020,12.80%,"8,550",23%,17%,9%,165%,SNAP,185%,Other Nutrition Program,57.60%,8.90%,33.50%,15.40%,"2,250",74%,27%,$2.97 ,$15.75 ,"$4,086,000.00 "
17201,IL,"Winnebago County, Illinois",2020,13.20%,"37,300",26%,17%,8%,165%,SNAP,185%,Other Nutrition Program,65.70%,6.20%,28.10%,21.20%,"14,110",78%,22%,$3.18 ,$16.89 ,"$19,105,000.00 "
17203,IL,"Woodford County, Illinois",2020,6.90%,"2,650",,,4%,165%,SNAP,185%,Other Nutrition Program,45.50%,7.30%,47.20%,5.10%,470,90%,10%,$3.63 ,$19.25 ,"$1,547,000.00 "
18001,IN,"Adams County, Indiana",2020,12.00%,"4,260",,26%,10%,130%,SNAP,185%,Other Nutrition Program,66.40%,14.20%,19.40%,14.10%,"1,570",100%,0%,$2.85 ,$15.11 ,"$1,953,000.00 "
18003,IN,"Allen County, Indiana",2020,12.00%,"44,920",25%,19%,9%,130%,SNAP,185%,Other Nutrition Program,54.20%,19.00%,26.80%,17.40%,"16,760",81%,19%,$3.03 ,$16.09 ,"$21,920,000.00 "
18005,IN,"Bartholomew County, Indiana",2020,12.10%,"10,110",15%,20%,10%,130%,SNAP,185%,Other Nutrition Program,47.40%,19.10%,33.50%,14.80%,"2,950",80%,20%,$2.98 ,$15.81 ,"$4,848,000.00 "
18007,IN,"Benton County, Indiana",2020,12.70%,"1,100",,,11%,130%,SNAP,185%,Other Nutrition Program,70.40%,19.10%,10.50%,17.50%,380,98%,2%,$3.10 ,$16.45 ,"$549,000.00 "
18009,IN,"Blackford County, Indiana",2020,16.20%,"1,930",,,13%,130%,SNAP,185%,Other Nutrition Program,56.90%,27.60%,15.50%,20.10%,530,91%,9%,$2.74 ,$14.57 ,"$853,000.00 "
18011,IN,"Boone County, Indiana",2020,7.50%,"5,010",12%,13%,7%,130%,SNAP,185%,Other Nutrition Program,33.50%,14.00%,52.50%,5.60%,980,71%,29%,$3.29 ,$17.47 ,"$2,655,000.00 "
18013,IN,"Brown County, Indiana",2020,10.40%,"1,570",,,8%,130%,SNAP,185%,Other Nutrition Program,42.50%,27.00%,30.60%,13.00%,350,70%,31%,$2.98 ,$15.81 ,"$753,000.00 "
18015,IN,"Carroll County, Indiana",2020,10.40%,"2,080",,20%,8%,130%,SNAP,185%,Other Nutrition Program,40.40%,34.30%,25.30%,12.70%,570,93%,7%,$3.20 ,$17.00 ,"$1,072,000.00 "
18017,IN,"Cass County, Indiana",2020,12.30%,"4,620",,17%,11%,130%,SNAP,185%,Other Nutrition Program,61.70%,23.80%,14.50%,15.60%,"1,360",100%,0%,$2.66 ,$14.11 ,"$1,977,000.00 "
18019,IN,"Clark County, Indiana",2020,11.20%,"13,150",19%,17%,9%,130%,SNAP,185%,Other Nutrition Program,47.80%,19.20%,33.00%,14.80%,"3,900",83%,17%,$2.93 ,$15.58 ,"$6,214,000.00 "
18021,IN,"Clay County, Indiana",2020,12.60%,"3,320",,,10%,130%,SNAP,185%,Other Nutrition Program,47.70%,22.30%,29.90%,15.80%,970,79%,21%,$2.90 ,$15.38 ,"$1,549,000.00 "
18023,IN,"Clinton County, Indiana",2020,11.10%,"3,560",,19%,10%,130%,SNAP,185%,Other Nutrition Program,52.30%,33.80%,13.90%,14.40%,"1,210",100%,0%,$2.63 ,$13.96 ,"$1,507,000.00 "
18025,IN,"Crawford County, Indiana",2020,15.40%,"1,630",,,11%,130%,SNAP,185%,Other Nutrition Program,60.80%,17.80%,21.30%,20.40%,480,88%,12%,$2.86 ,$15.19 ,"$751,000.00 "
18027,IN,"Daviess County, Indiana",2020,11.00%,"3,660",,18%,10%,130%,SNAP,185%,Other Nutrition Program,54.00%,36.20%,9.80%,11.20%,"1,090",100%,0%,$2.80 ,$14.85 ,"$1,649,000.00 "
18029,IN,"Dearborn County, Indiana",2020,10.50%,"5,220",,,8%,130%,SNAP,185%,Other Nutrition Program,40.10%,20.20%,39.70%,11.90%,"1,330",70%,30%,$2.90 ,$15.41 ,"$2,440,000.00 "
18031,IN,"Decatur County, Indiana",2020,12.00%,"3,200",,19%,9%,130%,SNAP,185%,Other Nutrition Program,43.40%,21.70%,34.90%,13.90%,890,79%,21%,$2.77 ,$14.70 ,"$1,427,000.00 "
18033,IN,"DeKalb County, Indiana",2020,11.30%,"4,890",,16%,9%,130%,SNAP,185%,Other Nutrition Program,43.60%,21.10%,35.40%,14.00%,"1,460",78%,22%,$2.89 ,$15.34 ,"$2,275,000.00 "
18035,IN,"Delaware County, Indiana",2020,15.10%,"17,320",26%,23%,14%,130%,SNAP,185%,Other Nutrition Program,66.70%,13.40%,19.90%,20.20%,"4,230",85%,15%,$2.84 ,$15.09 ,"$7,928,000.00 "
18037,IN,"Dubois County, Indiana",2020,9.20%,"3,900",,18%,8%,130%,SNAP,185%,Other Nutrition Program,39.60%,20.10%,40.30%,10.40%,"1,070",75%,26%,$2.87 ,$15.24 ,"$1,803,000.00 "
18039,IN,"Elkhart County, Indiana",2020,11.30%,"23,190",27%,18%,9%,130%,SNAP,185%,Other Nutrition Program,52.00%,25.40%,22.60%,15.80%,"8,930",87%,14%,$3.03 ,$16.07 ,"$11,306,000.00 "
18041,IN,"Fayette County, Indiana",2020,17.00%,"3,920",,,13%,130%,SNAP,185%,Other Nutrition Program,62.30%,15.80%,21.90%,22.60%,"1,150",83%,17%,$2.77 ,$14.72 ,"$1,750,000.00 "
18043,IN,"Floyd County, Indiana",2020,10.60%,"8,290",23%,23%,8%,130%,SNAP,185%,Other Nutrition Program,43.90%,13.90%,42.20%,13.80%,"2,420",66%,34%,$3.14 ,$16.68 ,"$4,194,000.00 "
18045,IN,"Fountain County, Indiana",2020,13.10%,"2,160",,,11%,130%,SNAP,185%,Other Nutrition Program,47.50%,31.10%,21.30%,14.60%,530,90%,10%,$3.03 ,$16.07 ,"$1,053,000.00 "
18047,IN,"Franklin County, Indiana",2020,9.70%,"2,200",,,7%,130%,SNAP,185%,Other Nutrition Program,44.50%,18.80%,36.70%,11.80%,630,71%,29%,$3.22 ,$17.09 ,"$1,140,000.00 "
18049,IN,"Fulton County, Indiana",2020,12.90%,"2,600",,18%,12%,130%,SNAP,185%,Other Nutrition Program,55.20%,16.40%,28.40%,15.80%,750,82%,18%,$3.00 ,$15.90 ,"$1,254,000.00 "
18051,IN,"Gibson County, Indiana",2020,11.10%,"3,730",14%,23%,9%,130%,SNAP,185%,Other Nutrition Program,46.60%,20.90%,32.40%,13.10%,"1,050",76%,24%,$2.88 ,$15.28 ,"$1,729,000.00 "
18053,IN,"Grant County, Indiana",2020,14.90%,"9,870",31%,24%,13%,130%,SNAP,185%,Other Nutrition Program,57.00%,15.30%,27.60%,21.60%,"2,970",84%,16%,$2.74 ,$14.57 ,"$4,362,000.00 "
18055,IN,"Greene County, Indiana",2020,13.30%,"4,280",,21%,11%,130%,SNAP,185%,Other Nutrition Program,53.00%,21.90%,25.10%,15.80%,"1,100",72%,28%,$2.73 ,$14.51 ,"$1,884,000.00 "
18057,IN,"Hamilton County, Indiana",2020,6.80%,"22,370",12%,14%,6%,130%,SNAP,185%,Other Nutrition Program,27.70%,16.10%,56.30%,5.70%,"5,110",72%,28%,$3.59 ,$19.03 ,"$12,914,000.00 "
18059,IN,"Hancock County, Indiana",2020,8.80%,"6,730",6%,,7%,130%,SNAP,185%,Other Nutrition Program,34.80%,18.00%,47.30%,9.90%,"1,780",66%,35%,$3.15 ,$16.73 ,"$3,415,000.00 "
18061,IN,"Harrison County, Indiana",2020,11.00%,"4,420",,19%,9%,130%,SNAP,185%,Other Nutrition Program,43.40%,23.20%,33.40%,12.10%,"1,090",79%,21%,$2.86 ,$15.19 ,"$2,036,000.00 "
18063,IN,"Hendricks County, Indiana",2020,7.40%,"12,290",15%,13%,6%,130%,SNAP,185%,Other Nutrition Program,30.80%,13.70%,55.50%,8.20%,"3,420",58%,42%,$3.15 ,$16.73 ,"$6,238,000.00 "
18065,IN,"Henry County, Indiana",2020,13.50%,"6,510",,,11%,130%,SNAP,185%,Other Nutrition Program,51.00%,20.60%,28.40%,16.70%,"1,660",84%,16%,$2.85 ,$15.12 ,"$2,985,000.00 "
18067,IN,"Howard County, Indiana",2020,14.40%,"11,850",23%,,10%,130%,SNAP,185%,Other Nutrition Program,49.80%,18.80%,31.40%,21.20%,"3,980",76%,24%,$2.91 ,$15.46 ,"$5,556,000.00 "
18069,IN,"Huntington County, Indiana",2020,11.90%,"4,310",,,9%,130%,SNAP,185%,Other Nutrition Program,46.50%,21.70%,31.70%,13.90%,"1,090",74%,26%,$2.82 ,$14.99 ,"$1,960,000.00 "
18071,IN,"Jackson County, Indiana",2020,13.30%,"5,870",21%,19%,10%,130%,SNAP,185%,Other Nutrition Program,51.10%,18.00%,30.90%,15.90%,"1,700",84%,16%,$2.76 ,$14.65 ,"$2,609,000.00 "
18073,IN,"Jasper County, Indiana",2020,11.00%,"3,690",,17%,9%,130%,SNAP,185%,Other Nutrition Program,41.50%,25.60%,32.90%,13.40%,"1,040",70%,30%,$3.32 ,$17.64 ,"$1,975,000.00 "
18075,IN,"Jay County, Indiana",2020,13.40%,"2,770",,,11%,130%,SNAP,185%,Other Nutrition Program,58.40%,25.50%,16.00%,17.40%,900,96%,4%,$2.76 ,$14.66 ,"$1,232,000.00 "
18077,IN,"Jefferson County, Indiana",2020,14.30%,"4,590",24%,26%,11%,130%,SNAP,185%,Other Nutrition Program,47.70%,19.60%,32.70%,18.50%,"1,220",67%,33%,$2.90 ,$15.37 ,"$2,140,000.00 "
18079,IN,"Jennings County, Indiana",2020,12.60%,"3,480",,23%,9%,130%,SNAP,185%,Other Nutrition Program,46.00%,19.60%,34.40%,16.60%,"1,070",69%,31%,$2.72 ,$14.42 ,"$1,523,000.00 "
18081,IN,"Johnson County, Indiana",2020,9.40%,"14,630",18%,17%,8%,130%,SNAP,185%,Other Nutrition Program,38.90%,19.20%,41.90%,10.20%,"3,930",72%,28%,$3.07 ,$16.31 ,"$7,236,000.00 "
18083,IN,"Knox County, Indiana",2020,14.40%,"5,310",,,12%,130%,SNAP,185%,Other Nutrition Program,53.00%,15.90%,31.10%,18.20%,"1,430",77%,23%,$2.89 ,$15.33 ,"$2,470,000.00 "
18085,IN,"Kosciusko County, Indiana",2020,10.50%,"8,270",22%,19%,9%,130%,SNAP,185%,Other Nutrition Program,44.60%,23.20%,32.20%,13.00%,"2,460",81%,19%,$3.08 ,$16.36 ,"$4,103,000.00 "
18087,IN,"LaGrange County, Indiana",2020,8.70%,"3,450",,,7%,130%,SNAP,185%,Other Nutrition Program,41.30%,37.70%,21.00%,9.20%,"1,190",100%,0%,$3.11 ,$16.51 ,"$1,728,000.00 "
18089,IN,"Lake County, Indiana",2020,13.10%,"63,560",24%,18%,9%,130%,SNAP,185%,Other Nutrition Program,58.30%,13.30%,28.50%,23.90%,"27,260",73%,27%,$3.22 ,$17.08 ,"$32,926,000.00 "
18091,IN,"LaPorte County, Indiana",2020,13.90%,"15,240",23%,17%,10%,130%,SNAP,185%,Other Nutrition Program,52.90%,12.90%,34.20%,21.70%,"5,150",79%,21%,$3.06 ,$16.26 ,"$7,516,000.00 "
18093,IN,"Lawrence County, Indiana",2020,12.30%,"5,600",,,10%,130%,SNAP,185%,Other Nutrition Program,48.50%,24.70%,26.80%,15.20%,"1,500",87%,13%,$2.71 ,$14.40 ,"$2,446,000.00 "
18095,IN,"Madison County, Indiana",2020,14.50%,"18,820",23%,20%,12%,130%,SNAP,185%,Other Nutrition Program,56.90%,16.00%,27.10%,20.90%,"5,850",79%,21%,$2.96 ,$15.73 ,"$8,982,000.00 "
18097,IN,"Marion County, Indiana",2020,13.40%,"128,270",23%,19%,11%,130%,SNAP,185%,Other Nutrition Program,63.40%,13.90%,22.70%,23.00%,"54,440",80%,21%,$3.05 ,$16.17 ,"$62,927,000.00 "
18099,IN,"Marshall County, Indiana",2020,11.60%,"5,400",,19%,9%,130%,SNAP,185%,Other Nutrition Program,51.60%,27.20%,21.20%,13.50%,"1,580",95%,5%,$2.97 ,$15.75 ,"$2,580,000.00 "
18101,IN,"Martin County, Indiana",2020,11.70%,"1,190",,,9%,130%,SNAP,185%,Other Nutrition Program,44.50%,22.40%,33.10%,13.10%,290,87%,14%,$2.80 ,$14.85 ,"$536,000.00 "
18103,IN,"Miami County, Indiana",2020,14.30%,"5,100",25%,19%,12%,130%,SNAP,185%,Other Nutrition Program,51.40%,20.00%,28.60%,21.00%,"1,590",95%,5%,$2.94 ,$15.62 ,"$2,416,000.00 "
18105,IN,"Monroe County, Indiana",2020,13.30%,"19,540",29%,17%,14%,130%,SNAP,185%,Other Nutrition Program,62.80%,10.50%,26.70%,13.30%,"3,070",76%,24%,$3.23 ,$17.14 ,"$10,158,000.00 "
18107,IN,"Montgomery County, Indiana",2020,11.50%,"4,390",,27%,9%,130%,SNAP,185%,Other Nutrition Program,47.90%,24.50%,27.60%,13.90%,"1,190",88%,12%,$2.90 ,$15.40 ,"$2,051,000.00 "
18109,IN,"Morgan County, Indiana",2020,9.90%,"6,950",,,9%,130%,SNAP,185%,Other Nutrition Program,39.80%,19.80%,40.40%,12.00%,"1,900",79%,21%,$3.01 ,$15.99 ,"$3,371,000.00 "
18111,IN,"Newton County, Indiana",2020,12.40%,"1,730",,20%,10%,130%,SNAP,185%,Other Nutrition Program,43.80%,32.30%,23.90%,16.70%,500,95%,6%,$3.32 ,$17.64 ,"$926,000.00 "
18113,IN,"Noble County, Indiana",2020,11.00%,"5,230",,14%,9%,130%,SNAP,185%,Other Nutrition Program,39.30%,33.20%,27.50%,14.20%,"1,670",81%,20%,$2.85 ,$15.12 ,"$2,399,000.00 "
18115,IN,"Ohio County, Indiana",2020,11.80%,690,,,8%,130%,SNAP,185%,Other Nutrition Program,40.50%,26.00%,33.60%,14.70%,170,95%,6%,$2.90 ,$15.41 ,"$323,000.00 "
18117,IN,"Orange County, Indiana",2020,16.30%,"3,190",,,11%,130%,SNAP,185%,Other Nutrition Program,51.10%,24.60%,24.30%,22.00%,980,78%,22%,$2.71 ,$14.40 ,"$1,393,000.00 "
18119,IN,"Owen County, Indiana",2020,13.50%,"2,820",,,11%,130%,SNAP,185%,Other Nutrition Program,57.80%,17.10%,25.10%,17.90%,780,84%,16%,$3.04 ,$16.15 ,"$1,382,000.00 "
18121,IN,"Parke County, Indiana",2020,12.60%,"2,130",,,11%,130%,SNAP,185%,Other Nutrition Program,50.60%,23.20%,26.20%,15.50%,580,100%,0%,$2.90 ,$15.38 ,"$994,000.00 "
18123,IN,"Perry County, Indiana",2020,12.30%,"2,360",,,10%,130%,SNAP,185%,Other Nutrition Program,45.10%,16.60%,38.30%,14.80%,600,66%,34%,$3.10 ,$16.48 ,"$1,180,000.00 "
18125,IN,"Pike County, Indiana",2020,10.90%,"1,350",,,9%,130%,SNAP,185%,Other Nutrition Program,44.80%,17.10%,38.10%,12.60%,340,71%,29%,$2.80 ,$14.85 ,"$608,000.00 "
18127,IN,"Porter County, Indiana",2020,10.70%,"18,070",17%,16%,8%,130%,SNAP,185%,Other Nutrition Program,42.00%,14.30%,43.70%,12.80%,"4,780",64%,36%,$3.36 ,$17.85 ,"$9,782,000.00 "
18129,IN,"Posey County, Indiana",2020,9.70%,"2,460",,,8%,130%,SNAP,185%,Other Nutrition Program,40.70%,14.50%,44.80%,9.90%,550,64%,36%,$3.08 ,$16.37 ,"$1,221,000.00 "
18131,IN,"Pulaski County, Indiana",2020,12.00%,"1,490",,,11%,130%,SNAP,185%,Other Nutrition Program,51.40%,25.30%,23.30%,13.50%,370,98%,2%,$3.04 ,$16.13 ,"$729,000.00 "
18133,IN,"Putnam County, Indiana",2020,10.60%,"3,960",,16%,8%,130%,SNAP,185%,Other Nutrition Program,39.80%,21.80%,38.40%,12.20%,880,85%,16%,$2.87 ,$15.24 ,"$1,831,000.00 "
18135,IN,"Randolph County, Indiana",2020,12.50%,"3,090",,,11%,130%,SNAP,185%,Other Nutrition Program,48.40%,26.80%,24.70%,15.30%,860,84%,16%,$2.71 ,$14.40 ,"$1,350,000.00 "
18137,IN,"Ripley County, Indiana",2020,11.70%,"3,320",,,10%,130%,SNAP,185%,Other Nutrition Program,47.50%,19.10%,33.40%,14.60%,990,80%,20%,$2.80 ,$14.88 ,"$1,498,000.00 "
18139,IN,"Rush County, Indiana",2020,13.20%,"2,200",,,11%,130%,SNAP,185%,Other Nutrition Program,52.50%,19.50%,28.00%,15.50%,570,84%,16%,$2.88 ,$15.30 ,"$1,021,000.00 "
18141,IN,"St. Joseph County, Indiana",2020,13.20%,"35,660",25%,19%,10%,130%,SNAP,185%,Other Nutrition Program,53.30%,15.90%,30.90%,19.30%,"12,350",75%,25%,$3.20 ,$17.00 ,"$18,386,000.00 "
18143,IN,"Scott County, Indiana",2020,16.70%,"3,960",,,13%,130%,SNAP,185%,Other Nutrition Program,62.30%,20.00%,17.70%,19.80%,"1,040",78%,22%,$2.84 ,$15.07 ,"$1,811,000.00 "
18145,IN,"Shelby County, Indiana",2020,12.00%,"5,350",,23%,9%,130%,SNAP,185%,Other Nutrition Program,41.70%,23.60%,34.70%,15.20%,"1,540",69%,32%,$2.88 ,$15.30 ,"$2,483,000.00 "
18147,IN,"Spencer County, Indiana",2020,10.10%,"2,060",,15%,9%,130%,SNAP,185%,Other Nutrition Program,48.20%,23.20%,28.60%,11.30%,500,85%,15%,$3.10 ,$16.48 ,"$1,030,000.00 "
18149,IN,"Starke County, Indiana",2020,14.40%,"3,300",,19%,12%,130%,SNAP,185%,Other Nutrition Program,56.80%,23.60%,19.60%,18.20%,990,86%,14%,$3.04 ,$16.13 ,"$1,614,000.00 "
18151,IN,"Steuben County, Indiana",2020,10.80%,"3,750",,,10%,130%,SNAP,185%,Other Nutrition Program,44.20%,21.20%,34.60%,13.90%,980,84%,16%,$2.91 ,$15.44 ,"$1,756,000.00 "
18153,IN,"Sullivan County, Indiana",2020,13.10%,"2,700",,,11%,130%,SNAP,185%,Other Nutrition Program,54.20%,30.50%,15.30%,16.40%,660,100%,0%,$2.86 ,$15.16 ,"$1,242,000.00 "
